Df,Sum_Sq,Mean_Sq,F_Value,P_value,Measurement
2,6909.336055427555,3454.6680277137775,40.200242474500904,1.1100250287266165e-17,Light_Genotype
1339,115068.96984621182,85.93649727125603,NA,NA,Light_Residuals
2,8993.720988768042,4496.860494384021,61.403041416173764,3.0727363511913816e-26,Dark_Genotype
1337,97915.38566048579,73.23514260320553,NA,NA,Dark_Residuals
