Df,Sum_Sq,Mean_Sq,F_Value,P_value,Measurement
2,1972805.7095276434,986402.8547638217,15.293840650392182,2.708305728650479e-7,Light_Genotype
1339,86361134.04875106,64496.7393941382,NA,NA,Light_Residuals
2,84472.08976360757,42236.044881803784,1.2545296720626076,0.2855454705088496,Dark_Genotype
1337,45012559.89754982,33666.83612382186,NA,NA,Dark_Residuals
