Df,Sum_Sq,Mean_Sq,F_Value,P_value,Measurement
2,11430.115734270863,5715.0578671354315,33.14578366721558,8.9117826028812e-15,Light_Genotype
1339,230872.8784609602,172.42186591557893,NA,NA,Light_Residuals
2,13359.538937347636,6679.769468673818,63.17887197587619,6.053822982487309e-27,Dark_Genotype
1337,141358.20251787643,105.72790016295919,NA,NA,Dark_Residuals
