Df,Sum_Sq,Mean_Sq,F_Value,P_value,Measurement
2,7816.875864411428,3908.437932205714,23.618857172007452,8.303273251423018e-11,Light_Genotype
1339,221577.12175108792,165.47955321216423,NA,NA,Light_Residuals
2,6576.905692321254,3288.452846160627,34.505046975919626,2.4466653882196222e-15,Dark_Genotype
1337,127420.82218827581,95.30353192840374,NA,NA,Dark_Residuals
