Df,Sum_Sq,Mean_Sq,F_Value,P_value,Measurement
2,1178.2809826248415,589.1404913124207,4.999165266634412,0.006869985765236796,Light_Genotype
1339,157798.16745254654,117.8477725560467,NA,NA,Light_Residuals
2,1279.4135630095184,639.7067815047592,10.159540412949129,4.1779119658388125e-5,Dark_Genotype
1337,84185.69463848302,62.96611416490877,NA,NA,Dark_Residuals
