Cycle,Genotype,diff,lwr.ci,upr.ci,pval,se,sd,mean,median
Light_1,nr4a2a KO,-2.19828384748987,-5.04977671939741,0.653209024417678,0.23805130381917722,0.9484914642317909,10.390203411217126,30.390654205607476,30.7
Light_1,nr4a2b KO,-4.56166532582462,-7.38664520220555,-1.73668544944368,0.004108022879604212,1.1903870243425465,13.04003650787728,28.027272727272727,30.799999999999997
Dark_1,nr4a2a KO,3.45788908765653,1.45947195763802,5.45630621767503,0.003062209979524777,0.6592848095055805,7.222103239734056,28.29230769230769,26.75
Dark_1,nr4a2b KO,0.703419233186676,-1.25206708855167,2.65890555492502,0.8708150429440945,1.0166977546568716,11.137365887808432,25.537837837837838,26
Light_2,nr4a2a KO,2.18899444550853,-0.496094507167737,4.87408339818479,0.22158912058938127,0.9106741020320464,9.975934964374261,34.26608695652174,35.9
Light_2,nr4a2b KO,0.383076980512215,-2.27926039309194,3.04541435411637,0.9921073090589734,1.2988934255021425,14.22866457885359,32.46016949152543,35.4
Dark_2,nr4a2a KO,1.92371323529412,-0.0477004141915947,3.89512688477983,0.13485249125040832,0.697862884126973,7.6447048736391405,27.927731092436975,27.7
Dark_2,nr4a2b KO,0.0959821428571459,-1.88640484530803,2.07836913102233,0.9921073090589734,1.0230504307745762,11.206955968012256,26.1,26.8
Light_3,nr4a2a KO,-3.6334250764526,-6.41469836194725,-0.85215179095795,0.02189846658621697,1.1399418466010094,12.487437272549332,28.776666666666667,30.15
Light_3,nr4a2b KO,-2.78335906985194,-5.72853058789977,0.161812448195893,0.13485249125040832,1.0743307149795702,11.768703336299279,29.626732673267327,32.5
Dark_3,nr4a2a KO,0.134231919625737,-2.00467474940718,2.27313858865866,0.9921073090589734,0.9111604509506013,9.981262649844476,27.588983050847457,28.25
Dark_3,nr4a2b KO,-3.34123761770821,-5.52366871677037,-1.15880651864604,0.005452008533897157,0.9573341192544095,10.487069843699617,24.113513513513514,25.7
Light_1,WT,NA,NA,NA,1,0.6390505449367364,9.900128471699018,32.588938053097344,33.25
Dark_1,WT,NA,NA,NA,1,0.30979358588461586,4.799301595571977,24.834418604651162,25.4
Light_2,WT,NA,NA,NA,1,0.5326829473883798,8.252288736175508,32.07709251101321,32.2
Dark_2,WT,NA,NA,NA,1,0.340869765466415,5.280731699508213,26.004017857142856,26.55
Light_3,WT,NA,NA,NA,1,0.6181534024795353,9.576391332818764,32.41009174311927,33.150000000000006
Dark_3,WT,NA,NA,NA,1,0.38400026414803634,5.948906511938375,27.45475113122172,27.2
