"0","raw_data <- raw_data %>%"
"0","  filter(end <= 3000) # Deleting observations past 50 mins (3000 seconds)"
"0","nrow(raw_data)"
"1","[1]"
"1"," 4800"
"1","
"
"0","identical(as.numeric(nrow(raw_data)), (96 * 50 * 1)) # is the expected number of rows consistent with the observed number of rows after processing?"
"1","[1]"
"1"," TRUE"
"1","
"
